NM,NEWS
삼화콘덴서,삼화콘덴서공업 로고 │제공-삼화콘덴서공업 삼화콘덴서공업㈜(대표 박진)은 오는 3월 17일(목)부터 19일(토)까지 서울 코엑스에서 열리는 'InterBattery 2022'에 참가한다. 삼화콘덴서그룹은 수동부품 제조...
삼화콘덴서,"◆ 전기차 시장 확대 수혜...하이투자증권, 삼화콘덴서 투자의견 매수 하이투자증권은 삼화콘덴서에 대해 전기차 시장 규모가 확대로 인하여 기존 매출처의 동사 제품 수요가 증가하고 있을뿐만 아니라 신규 매출처..."
삼화콘덴서,대한제당 △삼화콘덴서공업 △KISCO홀딩스 △고려산업 △고려제강 △국제약품 △보락 △진흥기업 △한국쉘석유 △부광약품 △혜인 △일성신약 △디아이 △대원제약 △태광산업 △한국화장품제조 △유화증권...
삼화콘덴서,삼화콘덴서는 보통주 1주당 500원의 현금 결산배당을 결정했다고 17일 공시했다. 시가배당율은 0.9%이며 배당금총액은 51억3044만원이다.
삼화콘덴서,윤승준기자(sjyoon@skyedaily.com) 기사입력 2022-01-18 11:12:14 ▲ [사진=삼화콘텐서 CI] 삼화콘덴서[001820]가 테슬라에 전장용 적층세라믹콘덴서(MLCC)를 공급한다는 소식이 전해지면서 급등세를 보이고 있다. 향후 전기차...
삼화콘덴서,12일 시간외 매매에서 삼화콘덴서 주가가 급등했다. 이날 오후 6시 기준 삼화콘덴서 주가는 종가보다 2.49% 오른 6만9900원에 시간외 거래를 마쳤다. 삼화콘덴서의 시간외 거래량은 11만7894주이다. KB증권은 12일...
삼화콘덴서,KB증권이 삼화콘덴서에 대한 투자의견을 '매수'로 유지하며 목표주가를 7만8000원에서 9만원으로 상향 조정했다. 미국 전기자동차 제조업체인 테슬라에 전장용 적층세라믹콘덴서(MLCC)를 공급하기 시작해 향후...
삼화콘덴서,종합 콘덴서 전문기업인 삼화콘덴서공업(대표 박진)은 전기차 시장의 선두주자인 테슬라에 22년 1월부터 MLCC 공급을 시작한다고 밝혔다. 이번에 공급되는 MLCC는 테슬라 전기차 모델의 주행장치인 드라이브 인버터...
삼화콘덴서,"​11일 오후 12시 52분 현재 삼화콘덴서의 거래량이 전일 거래량 대비 118배 많다. 같은 시각 주가는 전일 대비 23.21% 상승한 7만600원을 기록 중이다. 재무 상태 평가는 '별 5개'를 받았다. 이 밖에 삼화전기, 삼화전자..."
삼화콘덴서,#삼화콘덴서 #현대미포조선 #KT #LIG넥스원 #보령제약 #한섬 #대우건설 #LG화학 #휠라홀딩스 #아모레퍼시픽 #한미약품 #한국콜마 #종근당 #레이언스 #화승엔터프라이즈 #카카오게임즈 #두산퓨얼셀
삼화콘덴서,"삼화콘덴서의 주가는 지난 24일 종가 기준 전일 대비 0.33% 내린 6만원이다. 2021년 3분기 연환산 실적과 현재 주가를 반영한 주가수익배수(PER)는 20.5배, 주가순자산배수(PBR)는 3.1배, 자기자본이익률(ROE)은 15%다. 같은..."
삼화콘덴서,삼화콘덴서가 차량용 반도체 공급난 때문에 전장용 적층세라믹콘덴서(MLCC) 사업은 다소 부진할 것으로 예상되나 반도체와 통신장비 등 산업용 MLCC 사업은 견조한 흐름을 이어갈 것으로 보인다. 내년에는 차량용...
삼화콘덴서,자동차 부품 공급 부족 우려에도 불구하고 3분기 계절적 성수기에 진입한 삼화콘덴서(001820)에 대한 기대가 증가하고 있다. 6일 SK증권 보고서에 따르면 2분기 자동차 부품 공급 부족 우려가 3분기에도 지속되고...
삼화콘덴서,"삼화콘덴서는 15일 올해 3분기 매출액 703억원(전년비 +7.4%), 영업이익 131억원(+45.2%), 순이익 115억원(+54.3%)을 각각 기록했다고 공시했다. 이번 3분기 실적을 반영한 PER은 19.7배, PBR은 3.16배, ROE는 16.1..."
삼화콘덴서,"하이투자증권이 삼화콘덴서에 대해 견조한 수요증가로 실적 개선이 가시화되고 있다며 목표주가 8만7000원, 투자의견 '매수'를 유지했다. 16일 하이투자증권 이상헌 연구원은 ""삼화콘덴서는 올해 2분기 연결기준..."
삼화콘덴서,"SK증권이 삼화콘덴서에 대해 투자 의견 매수와 목표 주가 8만8000원을 제시했다. 증권사는 2 분기에 이어 자동차 부품 공급 부족 우려가 3 분기에도 지속되고 있지만 계절적 성수기 진입으로 산업용(반도체, 5G, 배터리..."
삼화콘덴서,전기연 기자 kiyeoun01@ajunews.com 삼화콘덴서공업(삼화콘덴서) 주가가 상승세다. 10일 한국거래소에 따르면 낮 1시 1분 기준 삼화콘덴서는 전일 대비 3.43%(2100원) 상승한 6만3400원에 거래되고 있다. 삼화콘덴서...
삼화콘덴서,"베타뉴스 ▲ 삼화콘덴서공업이 전년대비 연결영업이익의 흑자가 증가했다고 10일 밝혔다. 동사의 공시에 따르면 전년도 영업이익은 270억원이었고, 당해년도 영업이익은 330억원이었다. 전년 대비 흑자가 22.4..."
삼화콘덴서,"◆ 삼화콘덴서, 테슬라에 MLCC 공급 시작 소식에 강세 삼화콘덴서공업이 미국 전기자동차 업체 테슬라에 이달부터 MLCC 공급을 시작한다는 소식에 주가가 강세. 11일 한국거래소에 따르면 삼화콘덴서는 이날..."
삼화콘덴서,뷰어스 이승아 기­자 IBK투자증권은 삼화콘덴서에 대해 친환경차 시장 성장에 따른 전장용 MLCC와 DC-Link Cap 등의 매출 증가를 전망했다. 투자의견은 제시하지 않았다. 이민희 IBK투자증권 연구원은 27일 보고서를...
삼화콘덴서,[이데일리 이윤정 기자] 종합 콘덴서 전문기업인 삼화콘덴서공업은 친환경차에 납품되는 전장용 커패시터(DC-LINK CAPACITOR)의 수요 급증에 따라 설비투자를 확대한다고 7일 밝혔다. 전장용 커패시터(DC-LINK CAPACITOR)는...
삼화콘덴서,"두달 간 조정받은 삼화콘덴서(001820)가 바닥을 다지며 재도약 움직임을 보이고 있다. 삼화콘덴서는 지난해 연말 상승장에 크게 올랐다가 1월 26일 고점을 찍고 두달 간 내리 하락했다. 지난 9일 종가 6만3,400원을..."
삼화콘덴서,국민연금공단(이하 국민연금)이 삼화콘덴서의 지분을 확대했다고 5일 공시했다. 국민연금의 지분율은 지난해 12월 29일 6.67%에서 올해 3월 31일 11.09%로 증가했다. 삼화콘덴서는 거의 모든 종류의 콘덴서를...
삼화콘덴서,"삼화콘덴서는 주력 제품인 MLCC를 이달 말부터 테슬라에 공급한다는 것을 재료로 전일대비 21.47% 급등한 6만9600원에 장을 마쳐 단연 시장의 주목을 받았다. MLCC(적층세라믹콘덴서, Multi Layer Ceramic Condenser)는 전기차..."
삼화콘덴서,"이엔플러스 (사진=이엔플러스 CI) 11일 상승세를 보인 코스피 종목으로는 삼화콘덴서, 일동제약, 이엔플러스, 삼화전기, 대창 등이 있으며 코스닥 종목으로는 모다이노칩, 코이즈, 에디슨 EV, 옵티팜, 피제이전자..."
삼화콘덴서,"실시간 급등주를 살펴보면 삼화콘덴서(22.34%), 이엔플러스(12.95%), 삼화전자(6.97%), 비케이탑스(6.88%) 등 주가가 뛰고 있다. 시가총액 상위종목에서는 삼성전자(0.51%), SK하이닉스(1.61%), 삼성바이오로직스(0.48..."
삼화콘덴서,진출 소식이 주가에 훈풍을 불어 넣고 있다는 전망이다. 소니 납품사로 알려진 이노칩테크놀로지를 흡수합병에 소니 관련주로 분류된다. 소니 관련주는 성호전자 삼화콘덴서 글로벌에스엠 씨아이에스 등이 거론된다.
삼화콘덴서,"삼화콘덴서가 주당 300원의 배당을 실시한다고 18일 공시했다. 회사 측이 밝힌 시가배당률은 0.5%다. 총 배당금은 30억원 수준이다. 전자공시에 따르면 삼화콘덴서는 2019년 주당 250원, 2018년 주당 300원의..."
삼화콘덴서,당분간 수급 불균형 해소가 어려워 가격 인상은 계속될 것으로 관측되며 국내에서는 삼성전기와 삼화콘덴서(001820)의 수혜가 예상된다는 전망이 나온다. 15일 NH투자증권에 따르면 대만 MLCC 업체 야교(YAGEO)는 오는...
삼화콘덴서,12일 증권업계에 따르면 최근 1개월간 증권사에서 추산한 삼화콘덴서의 2020년 4분기 영업이익은 81억원으로 전년 동기 13억원 대비 6배(518%) 급증할 전망이다. 같은 기간 매출 추정치는 전년 동기 대비 10% 증가한...
삼화콘덴서,"삼화콘덴서 주가가 상승세다. 8일 오전 11시 40분 현재 전일대비 5.6% 상승한 7만1400원이다. 현재가 7만140원 기준 주가수익배수(PER)는 35.0배, 주가순자산배수(PBR)는 4.33배, 자기자본이익률(ROE)은 12.4%다. MLCC 수요..."
삼화콘덴서,SK증권은 7일 MLCC 구조적 성장에 주목하며 삼화콘덴서 목표가를 8만8000원으로 이전 6만8000원 대비 29% 상향했다. SK증권 이동주 연구원은 삼화콘덴서 이익의 82%를 기여하는 MLCC(적층세라믹콘덴서) 업황이...
삼화콘덴서,국민연금공단(이하 국민연금)이 삼화콘덴서의 지분을 확대했다고 5일 공시했다. 이에 따르면 국민연금의 지분율은 지난해 3월 25일 5.62%에서 지난해 12월 29일 6.67%로 증가했다. 삼화콘덴서는 거의 모든 종류의...
삼화콘덴서,19일 증권업계에 따르면 기관 투자자는 이날까지 삼화콘덴서 지분을 9일 연속 순매수했다. 이 기간 동안 195억7700만원에 달하는 26만5555주를 샀다. 이날까지 기관 투자자가 9일 이상 연속 순매수한 종목은...
삼화콘덴서,삼화콘덴서가 상승세다. 23일 오후 1시47분 기준 삼화콘덴서는 전일 대비 8.98%(5100원) 오른 6만1900원에 거래 중이다. 삼화콘덴서의 전장용 적층세라믹콘덴서 주요고객사는 LG전자와 LG이노텍이다. 이에 LG전자...
삼화콘덴서,삼화콘덴서 MLCC 전사가 실적을 견인하며 구조적 호황을 누리고 있는 것으로 나타났다. SK증권은 삼화콘덴서 MLCC 의 전사 이익 기여도는 82%로 커패시터 제품 포트폴리오 중 단연 압도적으로 진단했다. 이동주 SK증권...
삼화콘덴서,"▲ 삼화콘덴서 영업실적 및 투자지표(자료=Sk증권) Sk증권이 삼화콘덴서에 대해 투자 의견 매수와 목표 주가 68,000원을 유지했다. 이동주 SK증권 연구원은 ""포스트 코로나19 시대 다른 주요 부품 대비 회복 속도가..."
삼화콘덴서,삼화콘덴서는 다양한 콘덴서 제품을 생산하는 업체로 전력용 콘덴서·세라믹 콘덴서와 MLCC를 생산하는 업체이다. 국내에서는 삼성전기와 함께 MLCC 생산의 투탑 업체로 주목받고 있다. 전체 매출 비중에서 MLCC가...
삼화콘덴서,(진행) 온인주 머니투데이방송 앵커 / 안신혜 머니투데이방송 앵커(출연) 단야선생 주식명가 MTN W 어드바이저 / 김동우 주식명가 MTN W 어드바이저실시간 전화상담 '삼화콘덴서'실시간 전화상담 '한화'실시간 문자상담...
삼화콘덴서,"삼화전기 주가흐름(그래픽=네이버금융 캡처) 삼화전기와 삼화콘덴서가 상승에 급등 중이다. 삼화콘덴서, 삼화전기는 삼화콘덴서 그룹계열사 주식이다. 삼화전기는 15일 코스피 시장에서 오후 2시1분 현재 전..."
삼화콘덴서,"오전 10시 27분 삼화콘덴서의 주가는 전일대비 5% 오른 7만5600원이다. 같은 시각 삼성전기는 3%, 대주전자재료는 6.3%, 알에프세미는 4.4% 상승했다. 이날 삼성증권 이종욱 연구원은 삼성전기 목표주가를..."
삼화콘덴서,종합콘덴서 제조업체인 삼화콘덴서[001820]는 15일 오후 2시 48분 현재 전날보다 3.88% 오른 5만 6200원에 거래되고 있다. 이날 거래량은 전일 대비 204.9% 급증하면서 최근 5거래일 거래량의 최고치를 넘어섰다....
삼화콘덴서,종합콘덴서 제조업체인 삼화콘덴서[001820]는 7일 오전 9시 45분 현재 전날보다 4.86% 오른 5만 6100원에 거래되고 있다. 현재 삼화콘덴서의 거래량은 최근 5거래일 거래량의 최고치를 경신하며 투자자들의 관심을 받고...
삼화콘덴서,"KB증권은 삼화콘덴서의 올 2분기 실적이 시장 컨센서스에 부합할 전망이라면서 투자의견 '매수'를 유지하고, 목표주가는 6만5000원으로 기존대비 18% 상향조정했다. 30일 KB증권에 따르면 삼화콘덴서의 올 2분기..."
삼화콘덴서,지난해 매출과 영업이익이 큰 폭으로 감소했던 '콘덴서 종합 메이커' 삼화콘덴서(대표 오영주·박진)가 코로나19사태로 인해 올해 1분기에도 부진을 이어갔지만 3분기 이후 실적반등에 성공할 것으로 전망된다....
삼화콘덴서,삼화콘덴서 목표주가가 높아졌다. 하반기부터 적층세라믹콘덴서(MLCC) 출하량이 회복되며 실적이 늘어날 것으로 전망됐다. 황호진 삼화콘덴서 대표이사 부회장. 이상헌 하이투자증권 연구원은 15일 삼화콘덴서...
삼화콘덴서,삼화전기는 삼화콘덴서그룹에 속한 전해콘덴서 생산업체다. 전해콘덴서는 전류를 차단 혹은 통과시키거나 전기를 저장하기 위해 사용되는 전자기기 필수부품이다. 일반 콘덴서보다 전기 유도물질 두께가 얇아서...
삼화콘덴서,SK증권이 적층세라믹콘덴서(MLCC·반도체 전기 공급 제어 부품)를 주력으로 생산하는 코스피(유가증권 시장) 상장사인 삼화콘덴서(001820)의 경영 실적이 최근 바닥을 찍고 이달부터 회복세를 보일 것으로 예상했다....
삼화콘덴서,"로보뉴스 = SK증권에서 09일 삼화콘덴서(001820)에 대해 '6 월부터 점진적 회복'이라며 투자의견 'BUY(유지)'의 신규 리포트를 발행하였고, 목표가 68,000원을 내놓았다. 전일 종가 기준으로 볼 때, 이 종목의 주가는..."
삼화콘덴서,04일 MLCC(적층세라믹콘덴서) 테마가 전일 대비 6.77% 상승하면서 강세를 보이는 가운데 관련주로 주목받고 있는 삼화콘덴서가 전일 대비 1.78% 상승하며 급등하고 있다. 삼화콘덴서는 종합콘덴서 제조업체로 알려져...
서린바이오,서린바이오(038070)는 보통주 1주당 100원의 현금 결산배당을 결정했다고 17일 공시했다. 시가배당률은 0.47%다. 배당금총액은 7억9849만원이다.
서린바이오,"서린바이오는 지난해 연결 기준 영업이익이 73억원으로 전년 대비 62.3% 증가했다고 17일 공시했다. 지난해 매출액은 807억원으로 전년 대비 24.0% 증가했고, 당기순이익은 161억원으로 234.5% 늘었다."
서린바이오,서린바이오는 지난해 연간 연결기준 잠정 영업이익이 72억5702만원으로 전년 동기 대비 62.3% 증가했다고 17일 공시했다. 같은 기간 매출액은 807억1629만원으로 전년 동기 대비 24% 증가했다. 당기순이익은...
서린바이오,정부가 코로나19 백신을 대체하는 유일한 항체치료제 ‘이부실드’ 도입 검토에 나선다는 소식에 서린바이오가 강세다. 이부실드는 삼성바이오로직스가 전량 생산해 수출하고 있는 가운데 서린바이오가 원재료를...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) 콜드체인 관련주인 일신바이오와 서린바이오가 가파른 상승세다. 서린바이오는 8일 코스닥 시장에서 오후 3시28분 현재 전 거래일보다 5%(850원) 상승한 1만7850원에...
서린바이오,​서린바이오 주가가 상승 중이다. 8일 한국거래소에 따르면 ​서린바이오는 이날 오전 10시 24분 기준 전 거래일 대비 1550원 (9.12%) 오른 1만8550원에 거래 중이다. 서린바이오 주가는 신종 코로나바이러스 감염증...
서린바이오,"서린바이오 주가가 하락하고 있다. 9일 한국거래소에 따르면 이날 오전 9시 32분 현재 1.40% 하락 1만 7650원에 거래되고 있다. 5거래일 중 기관은 매수우위, 외국인은 매도우위를 보이고 있다. 주가는 깊은 조정이후..."
서린바이오,"서린바이오 주가가 하락하고 있다. 24일 한국거래소에 따르면 이날 오전 11시 10분 현재 4.41% 올라 1만 7350원에 거래되고 있다. 외국인은 5거래일 중 매수우위, 기관은 매도우위를 보이고 있다. 주가는 얕은 반등이후..."
서린바이오,"서린바이오 주가가 상승세다 / 사진=서린바이오 서린바이오의 오전 주가 시황이다. 10일 오전 11시 5분 서린바이오의 주가는 전일 대비 2.39% 상승한 21,450원에 거래되고 있다. 서린바이오는 사람이나 다른 생물체에서..."
서린바이오,위생·살균 솔루션 전문기업 서린바이오사이언스(이하 서린바이오)는 살균수 제조장치인 '에코트리'를 천안시종합사회복지관과 천안시누리별장애인종합복지관에 무상 기증했다고 11일 밝혔다. 문명희...
서린바이오,"서린바이오 주가가 상승세다/사진=서린바이오 서린바이오 주가가 오름세를 보이고 있다. 30일 오전 10시 10분 기준 서린바이오 주가는 전 거래일 대비 5.04% 오른 21,950원에 거래중이다. 서린바이오는 삼성바이오로직스..."
서린바이오,서린바이오 주가가 꿈틀거리고 있다. 29일 한국거래소에 따르면 이날 오후 2시4분 현재 2.2% 올라 2만 900원에 거래되고 있다. 보통주 1주 당 0.0250473주를 지급하는 결산배당을 결정했다 외국인과 기관은 10거래일 중...
서린바이오,서린바이오 주가가 상승 중이다. 30일 한국거래소에 따르면 서린바이오는 이날 오후 2시 8분 기준 전 거래일 대비 800원 (3.84%) 오른 2만1650원에 거래 중이다. 지난 21일 서린바이오는 보통주 1주당 0.0250473주의...
서린바이오,30일 서린바이오의 주가가 강세를 보인다. 이날 오전 삼성바이오로직스 주가는 전 거래일보다 12.47% 오른 2만3450원에 거래되고 있다. 이는 삼성그룹이 알츠하이머 치료제 ‘에듀헬름’으로 유명한 미국 바이오젠...
서린바이오,서린바이오 주가가 소폭상승했다. 23일 한국거래소에 따르면 전일 1.59% 올라 2만 2300원에 거래를 마감했다. 5거래일 중 외국인과 기관 매도 우위가 뚜렷하다. 서린바이오는 mRNA 합성서비스를 국내에서 유일하게...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) 콜드체인 관련주인 일신바이오와 서린바이오가 상승에 급등 중이다. 서린바이오는 20일 코스닥 시장에서 오후 2시46분 현재 전 거래일보다 0.88%(200원) 상승한...
서린바이오,"서린바이오 주가가 상승세다 (사진=서린바이오) 서린바이오가 코스닥 시장에서 7%대의 상승세를 나타내고 있다. 15일 오후 3시 2분 기준 현재 서린바이오 주가는 전일 대비 7.08% 상승한 23,450원에 거래되고 있다. 이는..."
서린바이오,15일 서린바이오는 오후 12시 48분 기준 전일 보다 9.13% 상승한 2만3900원에 거래되고 있다. 거래량은 전일 대비 2.28% 많은 169만4609주를 기록 중이다. 삼성바이오로직스가 국내에서 생산하는 모더나 코로나19...
서린바이오,전기연 기자 kiyeoun01@ajunews.com 서린바이오 주가가 상승세다. 14일 한국거래소에 따르면 오전 9시 4분 기준 서린바이오는 전일 대비 12.53%(2600원) 상승한 2만3350원에 거래되고 있다. 서린바이오 시가총액은...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) 콜드체인 관련주인 일신바이오와 서린바이오가 모두 급등 중이다. 서린바이오는 15일 코스닥 시장에서 오후 3시7분 현재 전 거래일보다 6.39%(1400원) 상승한...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) 콜드체인 관련주인 일신바이오와 서린바이오가 상승에 급등 중이다. 서린바이오는 14일 코스닥 시장에서 오전 9시22분 현재 전 거래일보다 10.6%(2200원) 상승한...
서린바이오,서린바이오가 주목을 받고 있다. 16일 한국거래소에 따르면 전일 주가는 5.48% 올라 2만 3100원에 거래를 마감했다. 기관이 4거래일 연속 매수 행진을 하고 있다. 삼성바이오로직스가 생산하는 모더나 코로나19 백신...
서린바이오,서린바이오는 결산배당으로 주당 0.0250473주를 배당하는 주식배당을 결정했다고 21일 밝혔다. 배당기준일은 오는 31일로 총 배당주식 수는 20만주이다. 전자공시에 따르면 전기에는 주당 0.039주를 배당했다....
서린바이오,서린바이오 주가 장 초반 반짝 급등 사진=서린바이오 서린바이오가 오전 장 상승세를 보여 투자자들이 주목하고 있다. 2일 오전 9시 13분께 서린바이오는 전일 대비 1200원(5.49%) 상승한 2만 3050원에 거래되고 있다....
서린바이오,서린바이오의 주가가 급등하고 있다. 2일 오전 서린바이오 주가는 전 거래일보다 5.72% 오른 2만3100원에 거래되고 있다. 이는 삼성바이오로직스가 미국 mRNA 백신 제조사 그린라이트 바이오사이언스사와 손잡고...
서린바이오,전기연 기자 kiyeoun01@ajunews.com 서린바이오 주가가 상승세다. 26일 한국거래소에 따르면 오전 9시 51분 기준 서린바이오는 전일 대비 6.55%(1350원) 상승한 2만1950원에 거래되고 있다. 서린바이오 시가총액은...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) 콜드체인 관련주인 일신바이오와 서린바이오가 모두 급락 중이다. 서린바이오는 30일 코스닥 시장에서 오후 2시7분 현재 전 거래일보다 4.89%(1150원) 하락한...
서린바이오,서린바이오가 투자자들의 주목을 받고 있다. 30일 한국거래소에 따르면 전일 주가는 4.68% 올라 2만 3500원에 거래를 마감했다. 외국인과 기관은 5거래일 중 눈에 띄는 매수는 없다. 서린바이오는 이달 중순 매출 확대를...
서린바이오,전기연 기자 kiyeoun01@ajunews.com 서린바이오 주가가 상승세다. 24일 한국거래소에 따르면 오후 2시 24분 기준 서린바이오는 전일 대비 3.94%(800원) 상승한 2만1100원에 거래되고 있다. 서린바이오 시가총액은...
서린바이오,서린바이오의 주가가 급등하고 있다. 23일 오전 서린바이오 주가는 전 거래일보다 6.67% 오른 2만1600원에 거래되고 있다. 앞서 22일(현지시간) 뉴욕 증시에서 모더나의 주가는 7.17% 상승했다. FDA가 지난주 모든 미국...
서린바이오,정세희 기자 ssss308@ajunews.com 서린바이오 주가가 상승 중이다. 29일 한국거래소에 따르면 서린바이오는 이날 오전 9시 20분 기준 전 거래일 대비 800원 (3.56%) 오른 2만3250원에 거래 중이다. 지난 22일...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 급등 중이다. 서린바이오는 26일 코스닥 시장에서 오전 10시5분 현재 전 거래일보다 7.04%(1450원) 상승한 2만2050원에...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약의 주가가 지지부진하다. 서린바이오는 16일 코스닥 시장에서 오전 10시7분 현재 전 거래일보다 0.23%(50원) 하락한...
서린바이오,"서린바이오 주가가 상승세다. 15일 오후 2시 3분 현재 4.13% 올라 2만 1450원에 거래되고 있다. 서린바이오는 올해 3분기 매출액이 전년 동기대비 30% 증가한 223억, 영업이익은 70% 증가한 22억원을 기록했다...."
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 상승세다. 서린바이오는 15일 코스닥 시장에서 오전 10시20분 현재 전 거래일보다 2.43%(500원) 상승한 2만1100원에...
서린바이오,"서린바이오는 전일 대비 9.4% 올라 2만2700원을 기록하고 있다. 이 밖에 에이비엘바이오, 셀리드, 오스코텍, 진원생명과학, 유바이오로직스, 파맵신 등의 주가도 전일 대비 상승 중이다. 같은 시각 코스피 지수는 전일..."
서린바이오,서린바이오가 투자자들의 관심을 받고 있다. 12일 한국거래소에 따르면 이날 오후 6.19% 올라 2만 600원에 거래되고 있다. 주가는 기술적 반등이후 하락세를 벗어나지 못하고 있다. 외국인은 5거래일 중 매수 우위를...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 하락세다. 서린바이오는 11일 코스닥 시장에서 오전 10시15분 현재 전 거래일보다 1.23%(250원) 하락한 2만원에 거래되고...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 상승세다. 서린바이오는 10일 코스닥 시장에서 오전 10시1분 현재 전 거래일보다 1.23%(250원) 상승한 2만600원에 거래되고...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 하락세다. 서린바이오는 9일 코스닥 시장에서 오전 10시45분 현재 전 거래일보다 2.12%(450원) 하락한 2만750원에 거래되고...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 가파른 하락세다. 서린바이오는 8일 코스닥 시장에서 오전 10시19분 현재 전 거래일보다 3.78%(800원) 하락한 2만350원에...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 하락세다. 서린바이오는 5일 코스닥 시장에서 오전 9시51분 현재 전 거래일보다 3.83%(850원) 하락한 2만1350원에 거래되고...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 소폭 하락세다. 서린바이오는 4일 코스닥 시장에서 오전 10시6분 현재 전 거래일보다 0.44%(100원) 하락한 2만2500원에...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 하락세다. 서린바이오는 3일 코스닥 시장에서 오전 9시59분 현재 전 거래일보다 1.94%(450원) 하락한 2만2800원에 거래되고...
서린바이오,전기연 기자 kiyeoun01@ajunews.com 서린바이오 주가가 상승세다. 2일 한국거래소에 따르면 오후 2시 16분 기준 서린바이오는 전일 대비 4.66%(1050원) 상승한 2만3600원에 거래되고 있다. 서린바이오 시가총액은...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 상승세다. 서린바이오는 2일 코스닥 시장에서 오전 9시39분 현재 전 거래일보다 1.77%(400원) 상승한 2만2950원에 거래되고...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약의 희비가 엇갈리고 있다. 서린바이오는 1일 코스닥 시장에서 오전 10시13분 현재 전 거래일보다 0.89%(200원) 상승한...
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약의 희비가 엇갈리고 있다. 서린바이오는 29일 코스닥 시장에서 오전 9시52분 현재 전 거래일보다 1.71%(400원) 하락한...
서린바이오,"▶ 와이엠텍(273640) - 고전압 양방향 릴레이 국산화 및 세계 최초 개발 - 저전압·고전압 직류 전력제어용 릴레이 주로 생산 - 고전압 릴레이, 이차전지 후공정 장비 등에 사용 - 국내 배터리 3사 고객사 ▶ 서린바이오..."
서린바이오,서린바이오 주가흐름(그래픽=네이버금융 캡처) mRNA 관련주인 서린바이오와 이연제약이 소폭 상승세다. 서린바이오는 28일 코스닥 시장에서 오전 9시39분 현재 전 거래일보다 0.43%(100원) 상승한 2만3550원에...
서울옥션,희망브리지 전국재해구호협회에 따르면 이날 ▲ 국보디자인 1억5천만원 ▲ 서울옥션·코베아(비젼코베아) 1억원 ▲ 한국투자공사 5천만원 ▲ 가수 조명섭과 팬카페 에밀스 2천275만9681원 ▲ 단국대 2천만원...
서울옥션,서울옥션이 경북 울진·강원 삼척 등 산불 피해지역을 위해 희망브리지 전국재해구호협회에 성금을 기부했다. 희망브리지는 서울옥션이 20년 내 가장 피해가 컸던 이번 산불로 삶의 터전을 잃은 이재민들을 위해...
서울옥션,서울옥션이 신세계백화점과 미술품사업 협력을 확대한다. 서울옥션은 31일 신세계백화점과 협업해 경매행사인 '제로베이스: 디 에디트'를 개최한다고 18일 밝혔다. 서울옥션의 31일 여는 '제로베이스: 디에디트' 경매에...
서울옥션,= LG전자는 미술품 경매회사 서울옥션블루와 협업해 NFT(대체불가토큰) 예술 작품 분야 콘텐츠 사업을 공동 추진한다고 16일 밝혔다. 양사는 LG 올레드 TV를 통해 NFT 미술 분야의 신시장을 개척해 나갈 계획이다....
서울옥션,LG전자는 미술품 경매회사 서울옥션의 자회사 서울옥션블루와 협업해 NFT(대체불가토큰) 예술 작품 분야 콘텐츠 사업을 공동 추진한다고 16일 밝혔다. NFT는 블록체인 기술을 활용해 콘텐츠에 고유한 인식 값을...
서울옥션,서울옥션은 오는 22일(화) 오후 4시 서울옥션 강남센터에서 진행하는 &lt;컨템포러리 아트 세일&gt;에 40호 크기의 그림인 김환기의 ‘화실’이 출품됐다고 밝혔습니다. 이 작품은 김환기의 1950년대 작품 세계가 집약된...
서울옥션,서울옥션(063170)은 36억5000만원 규모 미술품을 판매했다고 11일 공시했다. 계약 상대방은 비밀 유지조항에 따라 미공개했으며 이는 지난 2020년 매출액 대비 12.65% 규모다.
